File;Author;License;Icon URL;Attribution URL;Github URL
bin.svg;Vladimir Kharlampidi;MIT;https://iconduck.com/icons/157914/trash;https://framework7.io/;https://github.com/framework7io/framework7-icons
maximize.svg;Calvin Teuber;;;;
minimize.svg;Calvin Teuber;;;;
